timestamp,gpu_util_%,vram_used_mb,vram_total_mb,gpu_temp_c,power_w
20:12:40,61,2345,4096,58,46.04
20:12:50,99,3873,4096,59,44.20
20:13:00,100,3875,4096,59,44.28
20:13:11,100,3875,4096,59,44.16
20:13:21,100,3875,4096,60,43.96
20:13:31,100,3875,4096,59,43.73
20:13:41,100,3875,4096,60,43.65
20:13:51,100,3875,4096,59,43.67
20:14:01,100,3875,4096,59,43.89
20:14:11,58,2481,4096,62,65.00
20:14:21,100,3869,4096,59,43.22
20:14:31,99,3869,4096,59,42.65
20:14:42,100,3869,4096,59,43.10
20:14:52,100,3869,4096,59,43.44
20:15:02,84,3869,4096,59,43.23
20:15:12,99,3869,4096,59,42.71
20:15:22,100,3869,4096,58,44.42
20:15:32,100,3869,4096,59,43.13
20:15:42,58,2479,4096,61,64.22
20:15:52,100,3865,4096,59,40.37
20:16:02,100,3865,4096,59,43.97
20:16:12,100,3865,4096,59,39.72
20:16:22,83,3865,4096,58,40.25
20:16:32,100,3865,4096,58,41.38
20:16:42,100,3865,4096,59,41.85
20:16:53,100,3865,4096,58,40.68
20:17:03,100,3865,4096,58,40.98
20:17:13,100,3865,4096,58,43.25
20:17:23,100,2443,4096,60,53.52
20:17:33,100,3851,4096,59,45.51
20:17:43,100,3851,4096,58,43.63
20:17:53,100,3851,4096,58,42.06
20:18:03,100,3851,4096,58,43.15
20:18:13,100,3851,4096,58,41.94
20:18:23,100,3851,4096,58,43.74
20:18:33,100,3851,4096,59,43.86
20:18:43,100,3851,4096,58,41.83
20:18:53,70,2471,4096,60,38.95
20:19:04,100,3871,4096,58,41.35
20:19:14,76,3871,4096,59,43.47
20:19:24,100,3871,4096,58,42.35
20:19:34,100,3871,4096,58,41.90
20:19:44,100,3871,4096,59,43.64
20:19:54,100,3871,4096,58,41.24
20:20:04,100,3871,4096,58,43.49
20:20:14,100,3871,4096,58,41.32
20:20:24,100,3871,4096,58,41.40
20:20:34,100,3849,4096,58,42.45
20:20:44,99,3849,4096,59,41.99
20:20:54,100,3849,4096,59,43.06
20:21:04,100,3849,4096,58,41.75
